2025-10-21 02:45:41 | DEBUG | application.news_service:_save_news_storage:90 | ğŸ’¾ Saved news storage
2025-10-21 02:45:41 | INFO | application.news_digest_manager:get_digest_status:128 | ğŸ“Š [LLM] sym=CRO digest=CHANGED run=YES items=44
2025-10-21 02:45:41 | INFO | application.news_service:_analyze_news_with_llm:306 | ğŸ“Š [LLM] sym=CRO digest=CHANGED run=YES items=30
2025-10-21 02:45:41 | INFO | infrastructure.runtime:_fetch_multi_timeframe_data:329 | âœ… Fetched 200 bars for 1h
2025-10-21 02:45:41 | INFO | infrastructure.runtime:_fetch_multi_timeframe_data:316 | ğŸ“Š Fetching 15m data for XRP-USDT-SWAP
2025-10-21 02:45:41 | INFO | infrastructure.runtime:_fetch_multi_timeframe_data:329 | âœ… Fetched 200 bars for 15m
2025-10-21 02:45:41 | INFO | infrastructure.runtime:_fetch_multi_timeframe_data:316 | ğŸ“Š Fetching 5m data for XRP-USDT-SWAP
2025-10-21 02:45:42 | INFO | infrastructure.runtime:_fetch_multi_timeframe_data:329 | âœ… Fetched 200 bars for 5m
2025-10-21 02:45:42 | DEBUG | scoring.ta_scorer:score:62 | âœ… TA scoring completed for XRP-USDT-SWAP: 50.9
2025-10-21 02:45:42 | DEBUG | scoring.ta_scorer:score:62 | âœ… TA scoring completed for XRP-USDT-SWAP: 59.3
2025-10-21 02:45:42 | DEBUG | scoring.ta_scorer:score:62 | âœ… TA scoring completed for XRP-USDT-SWAP: 31.7
2025-10-21 02:45:42 | INFO | ml.feature_engineering:create_features:43 | Creating features for 200 bars...
2025-10-21 02:45:42 | INFO | ml.feature_engineering:create_features:64 | Created 13 features
2025-10-21 02:45:42 | DEBUG | scoring.ml_scorer:score:143 | âœ… ML scoring for XRP-USDT-SWAP: p_up=0.731, score=73.1
2025-10-21 02:45:42 | DEBUG | application.risk_service:_calculate_correlation_risk:273 | Correlation risk for XRP-USDT-SWAP: 50.0 (tier: tier_3)
2025-10-21 02:45:42 | DEBUG | application.risk_service:_calculate_score_risk:335 | Score risk for long signal (score: 50.0): 60.0
2025-10-21 02:45:42 | DEBUG | application.risk_service:_calculate_market_risk:389 | Market risk: 30.0 (base: 30.0, recent_change: 0.000, trend_strength: 0.000)
2025-10-21 02:45:42 | DEBUG | application.risk_service:assess_risk:65 | Risk assessment for XRP-USDT-SWAP: medium (49.5) - proceed_with_caution
2025-10-21 02:45:42 | DEBUG | infrastructure.runtime:_compute_risk_analysis:445 | Risk analysis for XRP-USDT-SWAP: 49.5 (medium) - proceed_with_caution
2025-10-21 02:45:42 | INFO | application.signal_gate:process_signal:435 | [REGIME] XRP-USDT-SWAP ADX(1H)=nan â†’ mean_reversion mode, confidence_mult=0.6
2025-10-21 02:45:42 | ERROR | application.jobs.trading_analysis:_process_symbol:356 | âŒ Failed to process XRP-USDT-SWAP: name 'enter_short' is not defined
2025-10-21 02:45:42 | ERROR | application.analysis_summary_logger:record_failure:184 | âŒ Analysis failed for XRP-USDT-SWAP: name 'enter_short' is not defined
2025-10-21 02:45:42 | DEBUG | application.jobs.base_job:mark_bar_processed:94 | [BAR] tf=15m symbol=XRP-USDT-SWAP bar=2025-10-20T23:45:00+00:00 processed
2025-10-21 02:45:42 | DEBUG | application.jobs.trading_analysis:_process_symbol:178 | ğŸ” Processing CFX-USDT-SWAP
2025-10-21 02:45:42 | INFO | infrastructure.runtime:_fetch_multi_timeframe_data:316 | ğŸ“Š Fetching 1h data for CFX-USDT-SWAP
2025-10-21 02:45:42 | INFO | infrastructure.runtime:_fetch_multi_timeframe_data:329 | âœ… Fetched 200 bars for 1h
