timestamp,open,high,low,close,volume,symbol
2024-01-01 00:00:00+00:00,40403.391811538124,40437.22613350123,40382.26733441854,40403.391811538124,672.787224589273,BTC-USDT
2024-01-01 00:15:00+00:00,40403.391811538124,40438.18879097915,40289.48464387314,40295.84859642133,942.5910216193208,BTC-USDT
2024-01-01 00:30:00+00:00,40295.84859642133,40835.91829816561,40295.84859642133,40825.30957944405,738.1544675058248,BTC-USDT
2024-01-01 00:45:00+00:00,40825.30957944405,42275.52061875827,40825.30957944405,42092.215518425204,821.5552747628126,BTC-USDT
2024-01-01 01:00:00+00:00,42092.215518425204,42092.215518425204,41729.040618052466,41899.745442282256,172.1033617462076,BTC-USDT
2024-01-01 01:15:00+00:00,41899.745442282256,41899.745442282256,41593.97376906836,41708.169146307606,835.5679929662443,BTC-USDT
2024-01-01 01:30:00+00:00,41708.169146307606,43148.18295129358,41708.169146307606,43050.819586980135,573.7623948425019,BTC-USDT
2024-01-01 01:45:00+00:00,43050.819586980135,43880.99176426346,43050.819586980135,43721.06240857285,154.31687559150743,BTC-USDT
2024-01-01 02:00:00+00:00,43721.06240857285,43721.06240857285,43282.24193144626,43316.79675385437,884.6052099329816,BTC-USDT
2024-01-01 02:15:00+00:00,43316.79675385437,43841.77570960406,43316.79675385437,43793.77466976996,403.20621259399616,BTC-USDT
2024-01-01 02:30:00+00:00,43793.77466976996,43793.77466976996,43222.75160701077,43394.09285875758,692.8369979507885,BTC-USDT
2024-01-01 02:45:00+00:00,43394.09285875758,43394.09285875758,42876.67823644053,42996.07048835442,747.2816004450375,BTC-USDT
2024-01-01 03:00:00+00:00,42996.07048835442,43258.320430265565,42993.71118544523,43208.96396683438,977.3138459321049,BTC-USDT
2024-01-01 03:15:00+00:00,43208.96396683438,43208.96396683438,41549.44474870304,41590.9405397618,712.2054181881622,BTC-USDT
2024-01-01 03:30:00+00:00,41590.9405397618,41590.9405397618,40178.448188774884,40184.606982545745,331.91459966009234,BTC-USDT
2024-01-01 03:45:00+00:00,40184.606982545745,40184.606982545745,39566.68384954965,39739.20614998358,754.4521627896772,BTC-USDT
2024-01-01 04:00:00+00:00,39739.20614998358,39739.20614998358,38863.36004026515,38946.21681855647,411.34149329226665,BTC-USDT
2024-01-01 04:15:00+00:00,38946.21681855647,39268.39748497301,38946.21681855647,39195.68189834351,136.09827227123424,BTC-USDT
2024-01-01 04:30:00+00:00,39195.68189834351,39195.68189834351,38382.765072882976,38494.14314293739,494.7538772706314,BTC-USDT
2024-01-01 04:45:00+00:00,38494.14314293739,38494.14314293739,37334.71979992219,37425.7896470698,886.0809142734945,BTC-USDT
2024-01-01 05:00:00+00:00,37425.7896470698,38716.52083027659,37425.7896470698,38542.94233026983,349.1450175115464,BTC-USDT
2024-01-01 05:15:00+00:00,38542.94233026983,38542.94233026983,38198.078959862716,38373.13014687566,289.5959701050999,BTC-USDT
2024-01-01 05:30:00+00:00,38373.13014687566,38548.532617019315,38307.48261046627,38428.83322230516,759.8017201737529,BTC-USDT
2024-01-01 05:45:00+00:00,38428.83322230516,38428.83322230516,37219.30335406497,37352.994383491634,918.1292685990769,BTC-USDT
2024-01-01 06:00:00+00:00,37352.994383491634,37352.994383491634,36908.32008784794,36952.20884060433,974.2555846374756,BTC-USDT
2024-01-01 06:15:00+00:00,36952.20884060433,37071.4952492943,36879.756654764475,37037.98014538817,543.0500708032314,BTC-USDT
2024-01-01 06:30:00+00:00,37037.98014538817,37037.98014538817,36041.12870462628,36198.72890271744,500.77472950239894,BTC-USDT
2024-01-01 06:45:00+00:00,36198.72890271744,36569.28735707193,36198.72890271744,36475.39652146834,633.6557662914347,BTC-USDT
2024-01-01 07:00:00+00:00,36475.39652146834,36475.39652146834,35972.97167289263,36043.451314524216,972.4710901017588,BTC-USDT
2024-01-01 07:15:00+00:00,36043.451314524216,36043.451314524216,35719.695458039685,35837.37404552256,392.6710578022254,BTC-USDT
2024-01-01 07:30:00+00:00,35837.37404552256,35837.37404552256,35389.05536522272,35412.228004788616,972.8389405706903,BTC-USDT
2024-01-01 07:45:00+00:00,35412.228004788616,36835.76048286069,35412.228004788616,36752.371274333986,166.1470725970114,BTC-USDT
